P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5),P(topic 6),P(topic 7),P(topic 8)
0.0075702896693810315,0.9470051878531862,0.007570398963784386,0.007570334160757124,0.007570876366406418,0.007570696021744408,0.0075705061343780055,0.007571710830362542
0.0074589331949748245,0.00745923626134432,0.007458529864092559,0.007458886726675854,0.007458935220877863,0.9477874933332052,0.007458743261880544,0.007459242136948787
0.00672159080238564,0.0067217549233161665,0.006721873832022839,0.006722785846659668,0.006721858928156722,0.9529461872969796,0.0067219884399895265,0.00672195993048989
0.007936645942647003,0.007937345329074074,0.007936596606631804,0.007937678406798227,0.007938214719510785,0.007937240602319524,0.007937575690598811,0.9444387027024196
0.010705643051812855,0.010706251374969252,0.010705728871737867,0.010706810032985244,0.010705951478433486,0.010705493058384178,0.010705860161390116,0.925058261970287
0.007785514767416248,0.007785516580163091,0.007785839634335069,0.007785789364026661,0.0077868447759834964,0.007785812905367153,0.9454969162724294,0.007787765700278876
0.008236279272180928,0.008235607382915396,0.008235440607021487,0.008235209339793171,0.008235555378439877,0.008235270339753182,0.008236004920182746,0.9423506327597132
0.00751937102670416,0.007519669670907275,0.947360010153114,0.007519400334504962,0.007520195699021446,0.0075194374076981525,0.007522058493200795,0.007519857214849151
0.9331916803058741,0.00954374309394148,0.009543386191229956,0.009543468765984331,0.009544585178467995,0.009543995104470142,0.00954380815698231,0.009545333203049636
0.007586406204928594,0.007585461602559374,0.0075854363744727125,0.946899731283785,0.007585447523291836,0.007585359992256963,0.0075861851137709446,0.00758597190493468
0.00983093212917023,0.9311812593834906,0.009830499044680703,0.009830791815013604,0.009832316479865696,0.00983077534861322,0.009831473406376008,0.009831952392789918
0.008784234120542299,0.008785283050023155,0.008783757773773267,0.00878423936498237,0.9385083486302989,0.008784378644683705,0.008784208976987347,0.008785549438708913
0.0059243404970852785,0.005924454691147949,0.0059242200607112685,0.9585266359983914,0.005924662511023746,0.005926254759558916,0.005924548500694169,0.005924882981387395
0.9636454817129557,0.005193574515638162,0.0051931622832308375,0.0051932546871181935,0.005193524971755395,0.005193645931640965,0.005193449086620841,0.005193906811039847
0.008065307973137812,0.008065244385833937,0.008064539322220583,0.008065022098290905,0.008065099180108264,0.9435414486992216,0.008066332616515818,0.008067005724671068
0.00936304674840248,0.009364707536830354,0.009362688390666899,0.009362333742365251,0.009362942622358978,0.009364013357036858,0.00936258115662827,0.9344576864457109
0.009695352660627326,0.009695394178574195,0.009695144408972916,0.009694646881619666,0.009696026413751509,0.9321269180745767,0.009695750506372473,0.009700766875505105
0.008954627804472686,0.008955318294601514,0.0089538529200379,0.008954265893280997,0.008954930578210264,0.93731221759165,0.008954536616785056,0.008960250300961637
0.006713054272043247,0.006713569562123642,0.006713024792575425,0.00671308987909812,0.00671322099389626,0.9530068607464316,0.006713559168407261,0.006713620585424496
0.01092233321264269,0.010922651322358954,0.010923404674275402,0.010921864642797771,0.010922563399419997,0.010922343803881619,0.010923840706327381,0.9235409982382962
0.008428840045923576,0.9409898465599433,0.008428324738885941,0.008428298790743792,0.008430418612390668,0.008428835865574254,0.008430027564542478,0.008435407821995857
0.010004565043502502,0.010005572366212618,0.010003679080494106,0.010004429110505381,0.010008099919062895,0.010004117321456821,0.010005917486402277,0.9299636196723635
0.009342835849881976,0.009343183709895755,0.009342312347825234,0.009342073053359658,0.009350912694153942,0.009342855976412278,0.9345912648186094,0.009344561549861739
0.009622231788731143,0.009623417711267936,0.009621726103308761,0.009623458123540301,0.009624634004403979,0.009622260457252922,0.9326363889101226,0.00962588290137221
0.00932194189253864,0.009321952150440052,0.00932058963737986,0.00932051560938267,0.009327789630047486,0.009321265759572853,0.934742038671394,0.009323906649244346
0.009761340929140697,0.009761902279025273,0.009761176951646154,0.009760564952417953,0.9316663602625492,0.009761928074898693,0.009762851337820844,0.009763875212501091
0.011470603402760205,0.011469734250277664,0.01146967727358929,0.011469858253126446,0.9197017866686598,0.011469584141894704,0.011472623453477831,0.011476132556213995
0.00952193660475809,0.009522005042457312,0.009521280443886537,0.009522301226765444,0.9333417443272123,0.009522236799651612,0.009525421845256312,0.009523073710012512
0.01069033254972921,0.01069029739697761,0.010689986889878732,0.010690490147168243,0.9251629838222496,0.010690335212877385,0.010690910816297354,0.010694663164821764
0.010251315003062759,0.010252190597958533,0.010251349335774164,0.01025122202147192,0.9282369732421318,0.010251730778066397,0.010251615252555983,0.010253603768978343
0.010666931193266062,0.010664430732993127,0.010664273974745314,0.010664500485798527,0.9253410045124405,0.010664305215826375,0.010665923875440806,0.01066863000948931
0.010048550470743768,0.010048543095433434,0.010047935489765318,0.01004757321347374,0.9296581877291733,0.0100488927183053,0.010049538299572874,0.010050778983532238
0.007729675506195854,0.0077306071443726705,0.007728945080558722,0.007729263929899474,0.9458889621720026,0.007729788369771121,0.007730933934900551,0.007731823862299134
0.00964316256306901,0.009644594930261086,0.009643076551557637,0.009642476329605843,0.00964650095039803,0.9324892807752746,0.009644942159434592,0.009645965740399276
0.01090613796855737,0.010905782410893385,0.010905505164620053,0.010904991405251956,0.010909550680866796,0.010906589364734393,0.010906825037206289,0.9236546179678699
0.009149651652599889,0.0091505726334107,0.009149096588180437,0.009149282169687528,0.009152101281281237,0.009149601819450442,0.9359437515943952,0.009155942260994678
0.9331673018265524,0.009545793669751178,0.009545917088677204,0.009546182515739488,0.009552272847903998,0.009546083254866071,0.00954729402574062,0.009549154770768987
0.013052406646125999,0.013050436247874456,0.013049974062265997,0.013050201200804955,0.013051220043031022,0.013050251626876815,0.013050824292238968,0.9086446858807817
0.009245985035405946,0.009245586480187406,0.009244153718836188,0.009243828305640408,0.9352773526379601,0.009243897914377313,0.009246785437756132,0.009252410469836454
0.009780587206018067,0.00978493089475114,0.009780580686985767,0.009779907310519542,0.0097811122770656,0.00978105685671342,0.009780911623134925,0.9315309131448116
0.007045420747861257,0.00704654015334516,0.007045153627231489,0.007045214087636762,0.007046540265754587,0.007045691657582137,0.007045555064865837,0.9506798843957228
0.9376023720741503,0.00891401252744417,0.008912474370605212,0.008912646947360736,0.00891367230535149,0.00891249111524014,0.008913844214070404,0.008918486445777465
0.009201089314006525,0.9355866831290965,0.009200319341020658,0.009200779269072592,0.00920282224142678,0.009200894971652142,0.00920297842223814,0.009204433311486593
0.9289347768807497,0.010151698262623568,0.010150755719211384,0.010149893345947394,0.010152604396966969,0.010150986599952115,0.010154607645626083,0.010154677148922925
0.009291777917125314,0.009290926665811505,0.00929136313077069,0.009290206041316406,0.00929167355772609,0.009291045426652026,0.934958551378255,0.009294455882342945
0.01117982537199719,0.011180865793180285,0.9217337436939516,0.011179226144269201,0.011181015030427555,0.011179669153712313,0.011183143589066257,0.011182511223395617
0.00916710552676584,0.009167340181623478,0.009166504223664293,0.0091662819209366,0.009168908751993015,0.9358260453773392,0.009167593127410119,0.009170220890267486
0.010429360521639655,0.010429339170369636,0.010429048212695483,0.010428392982867456,0.010431605573214008,0.010429288132399624,0.9269884994790992,0.010434465927714824
0.010225882818849518,0.010225970793418967,0.010225025157907637,0.010224643291909459,0.010226872562978223,0.01022624869051221,0.928417207468318,0.010228149216105929
0.009378689416881279,0.009378828465406452,0.00937668545147098,0.009376897269333833,0.009378079684061751,0.00937704192568143,0.009379500625270026,0.9343542771618942
0.009872289092050483,0.009872798542422827,0.009871822864475565,0.009871921938329533,0.009873417793348185,0.009872154700144386,0.930888275280209,0.009877319789019939
0.009912468996800027,0.009912484420014654,0.009912929336564034,0.009911322609713205,0.9306091901440042,0.009912732463515364,0.00991323803577094,0.009915633993617555
0.010252341095060706,0.010253404491496018,0.010251384532232392,0.010252200666841117,0.010254970443541065,0.9282247953217951,0.010252890621306299,0.010258012827727214
0.00953049496400221,0.9332786497311254,0.009531233495977844,0.009530783591280245,0.009532217507829021,0.00953102110496306,0.009530921421090396,0.009534678183731861
0.008715990928468715,0.938986420723541,0.008715496303214016,0.00871546597349053,0.00871622264875751,0.008716071175905896,0.008716079227758893,0.008718253018863325
0.9323860319237003,0.009660019729750826,0.009657185977719845,0.009657382982796066,0.009659245490839902,0.00965842592170949,0.009657296517144157,0.009664411456339542
0.010036556208698975,0.010037128551187944,0.0100367174246673,0.010035948293682427,0.010036861860210208,0.010037038443376195,0.010039703301890484,0.9297400459162866
0.9371062039033488,0.008984760946422577,0.008983840151670178,0.008983675334558898,0.008984824640390535,0.00898489769226665,0.00898429033814753,0.00898750699319479
0.010367526140738456,0.010367392776711648,0.010366098840228634,0.010366251500071564,0.01036736325776969,0.01036675651583963,0.010369420600879352,0.927429190367761
0.9134698472559322,0.012360447610336384,0.012359502741360615,0.012360072387163327,0.01236314595931061,0.012360377178072188,0.012360764979930338,0.012365841887894467
0.010139221042031328,0.01013871362465411,0.010138359579217998,0.010138597823656809,0.92902444026395,0.010139883527316729,0.010138669703561412,0.010142114435611438
0.011039545529788083,0.01104004511516285,0.011040702040327307,0.011040293052068006,0.9227123631484873,0.0110407185552011,0.011040465233279005,0.011045867325686317
0.009104077101595696,0.009104529894794211,0.009103621636944392,0.009103749282393391,0.9362686590512614,0.009104744702622482,0.009104467844449841,0.009106150485938502
0.009571398982955063,0.009571454187115157,0.009570862909681023,0.00957125669500682,0.9329962391573409,0.009572143924441301,0.009572193327024253,0.009574450816435605
0.9373846938141137,0.008944152535342751,0.008943742795413236,0.008943862854986905,0.008945931270813655,0.008944484861735828,0.008944238153956287,0.008948893713637539
0.009228497402537575,0.009228795994427158,0.009228445024184464,0.009228254189482974,0.009230680211369167,0.009228642417055972,0.009228692531813376,0.9353979922291293
0.010523214558887712,0.010523656126162793,0.010524367020669018,0.010523232203262688,0.926332066180674,0.010523750482326752,0.01052409474931136,0.010525618678705771
0.010240774385392639,0.010241291757252207,0.010240677316649764,0.010240106888863901,0.9283111164158757,0.010240940708947807,0.010241513000889577,0.01024357952612823
0.009913316084454345,0.00991512203321457,0.009913614393973796,0.009913443296210522,0.9305986080525255,0.009914293552357335,0.00991488229384695,0.009916720293417017
0.010313813442241474,0.010314620193954996,0.010314300714470028,0.01031426376090879,0.9277972263131282,0.010314546810478439,0.010314478184832856,0.010316750579985151
0.007950601858789848,0.007951122832045628,0.007950649784651395,0.007950406195126736,0.9443434842555395,0.007950716094202972,0.007950833912261823,0.00795218506738217
0.009408840196425362,0.00940929823850046,0.009410682855484477,0.009408648558540332,0.934131241361847,0.009409385537054877,0.009409654901968064,0.009412248350179436
0.009781632277816107,0.009781779939764108,0.009781740048551943,0.009781265175632565,0.009786930240002389,0.009782060771236134,0.9315218024890837,0.009782789057913072
0.009236966951453849,0.009237162556435622,0.009236501776717468,0.009236694504583483,0.9353383831944743,0.00923697901062673,0.009237705676608554,0.009239606329099941
0.010876896077228164,0.010877095590007867,0.010876796163854351,0.01088177282148893,0.010878116513936826,0.010877747709357708,0.010878303241703068,0.923853271882423
0.009904212669891345,0.009905057739889566,0.009904481861727269,0.009906527230739768,0.009904736041747327,0.00990498476867078,0.009904464074828366,0.9306655356125055
0.008180827108763987,0.008181641328109201,0.008180596282704919,0.008181566189729815,0.008182445324799935,0.008181047334490557,0.9427271229230679,0.008184753508333704
0.010663783999702447,0.010664542882427287,0.010662902101794682,0.9253426847992821,0.010665404246271545,0.010664606129038709,0.010665915552118075,0.010670160289365177
0.012565074073439642,0.012565528708131435,0.012564481902687647,0.9120340458120919,0.01256677122839306,0.012566203719121684,0.012567512316835346,0.012570382239299292
0.007654798972489375,0.007655646230699884,0.007654663511659512,0.007655772037865221,0.007655910592557317,0.007655185366207724,0.9464081538497799,0.0076598694387410545
0.009412668715483496,0.009413729479645172,0.009413023051739721,0.00941353986483859,0.009414284409733627,0.00941393481244546,0.9341016921893869,0.009417127476726987
0.01029886717156183,0.010300010919992797,0.010298351254866183,0.010299304794801355,0.010300972161485638,0.010298648345604627,0.92789713593153,0.010306709420157734
0.009022399821994476,0.009022270566838688,0.009021786639737066,0.009022300719003423,0.009024309246157498,0.009022545050191766,0.009022951772196097,0.9368414361838808
0.009410064844791233,0.009410737818301469,0.009409580641433973,0.9341184340717875,0.009411771770743874,0.009410689683898854,0.00941222749936397,0.00941649366967895
0.9441107909306148,0.007983449886740816,0.007982827911822402,0.007983425310464908,0.00798450943525314,0.007983255959915546,0.007984496839379664,0.007987243725808783
0.00840605585756205,0.008406058716509799,0.008405827191237825,0.008406054655940638,0.008407166687744511,0.008406724901292677,0.008407203237160911,0.9411549087525517
0.010035221932036527,0.010035394571405114,0.010035597932700584,0.010035777535226697,0.010036719603312668,0.010036280797977911,0.010036293763813972,0.9297487138635265
0.008152010329474026,0.008152605525647748,0.008151846602218207,0.00815194878464904,0.9429321611004173,0.008151911601498928,0.008152021407072633,0.008155494649022056
0.010787738744704968,0.010788862024968617,0.924468837260158,0.010787279764017946,0.010790188215323685,0.010788590202801276,0.010789193607234423,0.010799310180791055
0.009097177455576514,0.009097205792824458,0.009097288724410589,0.009097187537540618,0.9363148562691035,0.009097026913287577,0.009098149278066929,0.009101108029189764
0.00840384048413376,0.008404157288991139,0.5109096833853434,0.008403806162967839,0.008405532275641024,0.008404385628211464,0.008403937700097551,0.4386646570746139
0.008483556326166701,0.008483377008152528,0.008482576705970801,0.008483365426803407,0.9406125666526296,0.00848397267699163,0.00848384065877847,0.008486744544506862
0.009031283738667921,0.009031908415305783,0.009031271482836454,0.009032050935100155,0.009032618434653368,0.009031857580235435,0.009031718853112537,0.9367772905600883
0.010631281422051992,0.010637108726606021,0.010630161890292462,0.010631625497083545,0.010632488970804902,0.010631220477885684,0.010633053589556296,0.9255730594257191
0.00964005660935302,0.009640618118443845,0.009640384202195306,0.009640962370533517,0.009641439706690496,0.00964041541059893,0.009640680400897586,0.9325154431812874
0.0104270861302624,0.010428419578863115,0.010427487931960964,0.010426994295133902,0.010428990699238486,0.01042759195245503,0.010427060598356123,0.92700636881373
0.012458990890396484,0.012460231183497173,0.012462933865713796,0.012459243374439278,0.012462414612065516,0.012459217381262233,0.012459047316814232,0.9127779213758113
0.009875161911773398,0.009875661915715215,0.009875146509712343,0.00987488138536529,0.00987610054777661,0.009876650118419922,0.00987502997248451,0.9308713676387528
0.011607168668361834,0.011608188761231158,0.011606510136374856,0.011606324413088445,0.01160805119889729,0.011606709640259658,0.011606931253693104,0.9187501159280936
